	{9995, 10000, 9994, 9996, 10000}		{0, 1, 2, 4}		Passed
	{1, 1, 1, 1, 1}		{0, 1, 2, 3}		Passed


	{2, 3, 5, 7, 11}		{0, 3, 1, 4}		Passed


	{8, 2, 4, 2, 6}		{1, 0, 3, 4}		Passed


	{124, 182, 9, 33, 70}		{2, 4, 3, 1}		Passed


	{9947, 3, 7, 11, 13}		{1, 4, 3, 0}		Passed


	{10000, 4, 10, 4, 10}		{1, 2, 3, 4}		Passed


	{34, 90, 4, 53, 86}		{0, 4, 3, 1}		Passed


	{99, 35, 22, 77, 50}		{1, 3, 2, 4}		Passed


	{93, 97, 36, 96, 29}		{2, 1, 4, 0}		Passed


	{61, 70, 82, 93, 11}		{0, 2, 1, 3}		Passed


	{34, 34, 27, 44, 41}		{0, 3, 2, 1}		Passed


	{19, 72, 14, 75, 48}		{0, 1, 2, 4}		Passed


	{67, 88, 45, 25, 23}		{3, 1, 4, 0}		Passed


	{73, 43, 1, 20, 54}		{1, 0, 3, 4}		Passed


	{24, 51, 93, 42, 88}		{0, 1, 3, 4}		Passed


	{15, 21, 45, 45, 91}		{1, 2, 3, 4}		Passed


	{31, 89, 14, 7, 70}		{2, 4, 3, 0}		Passed


	{19, 27, 94, 41, 63}		{1, 4, 3, 2}		Passed


	{18, 50, 28, 13, 20}		{0, 2, 3, 4}		Passed


	{8, 45, 37, 65, 40}		{2, 1, 4, 3}		Passed


	{93, 25, 95, 36, 39}		{3, 0, 4, 2}		Passed


	{94, 53, 48, 16, 88}		{1, 0, 2, 4}		Passed


	{8, 68, 18, 48, 20}		{0, 4, 2, 3}		Passed


	{35, 28, 14, 24, 43}		{1, 4, 3, 0}		Passed


	{63, 40, 90, 43, 3}		{1, 0, 3, 2}		Passed


	{55, 57, 86, 69, 54}		{1, 2, 4, 3}		Passed


	{906, 883, 621, 242, 358}		{3, 2, 4, 0}		Passed


	{286, 878, 582, 761, 348}		{0, 3, 4, 1}		Passed


	{487, 323, 614, 165, 824}		{1, 4, 3, 0}		Passed


	{345, 277, 435, 535, 934}		{0, 3, 1, 2}		Passed


	{478, 701, 299, 564, 920}		{0, 4, 2, 3}		Passed


	{64, 838, 91, 883, 929}		{0, 1, 2, 4}		Passed


