	90, {10}		0.8200000000000001		Passed
	90, {0}		0.9		Passed
	0, {}		1.0		Passed




	100, {0}		1.0		Passed


	10, {}		0.9		Passed


	20, {}		0.8		Passed




	80, {0}		0.8		Passed


	10, {100}		0.9		Passed


	93, {1}		0.9214000000000001		Passed


	1, {}		0.99		Passed


	100, {1}		0.99		Passed


	7, {}		0.9299999999999999		Passed

	93, {50}		0.5		Passed
93, {}		0.93		Passed




	100, {90, 90}		0.82		Passed


	89, {13, 92, 7}		0.7084846399999999		Passed


	50, {3, 17, 92, 34, 2, 14}		0.5		Passed


	10, {}		0.9		Passed


	90, {0}		0.9		Passed


	45, {83, 82, 92, 12}		0.513483008		Passed


	53, {0, 99, 100, 1, 100, 1, 100, 99, 0, 0, 1, 99, 1, 100, 100, 100, 99, 100, 1, 99, 99, 0, 100, 99, 100, 0, 0, 99, 99, 100, 99, 0, 100, 1, 100, 0, 0, 99, 100, 1, 100, 100}		0.520854059925711		Passed


	2, {0, 98, 100, 98, 2, 2, 0, 98, 2, 2, 2, 1, 0, 1, 98, 0}		0.8192526318031187		Passed


	70, {17, 64, 21, 93, 74, 81, 38, 4, 71, 99, 36, 82, 32, 48, 78, 90, 1, 58, 71, 40, 35, 57, 98, 66, 24, 46, 67, 66, 63, 26, 46, 94, 75, 66, 6, 61, 23}		0.5		Passed


	44, {97, 2, 2, 97, 97, 2, 99, 0, 97, 97, 2, 2, 99, 98, 3, 98, 100, 3, 3, 1, 100, 3, 99, 99, 0, 100, 100, 97, 2, 3, 100, 3, 99, 97, 100, 98, 99}		0.5161375267206443		Passed


	50, {93, 99, 7, 5}		0.5		Passed


	50, {4, 4, 96, 95, 4, 4, 2, 3, 97, 100, 4, 95, 100, 0, 4, 1, 0, 4, 5, 0, 99, 2, 97, 4, 95, 100, 0, 1, 2, 98, 96, 96, 95, 97, 95, 0, 2, 96, 100}		0.5		Passed


	98, {99, 6, 5, 94, 7, 3, 100, 5, 98, 1, 4, 100, 5, 97, 5, 97, 100, 96, 99, 94, 93, 100, 97, 6, 100, 97, 5, 95, 7, 99, 4, 2, 97, 7, 4, 1, 4}		0.5316956666355555		Passed


	68, {29, 90, 29, 79, 90, 28, 3, 9, 19, 26, 1, 88, 6, 70, 70, 84, 1, 91, 99, 86, 77, 23, 92}		0.5000117821054181		Passed


	47, {76, 89, 1, 36, 8, 5}		0.5025242077952		Passed


	54, {78, 18, 96, 83, 8, 2, 18, 26, 2, 4, 16, 81, 82, 83, 19, 5, 7, 96, 81, 75, 86, 87, 19, 100, 75, 85, 90}		0.5000042934970234		Passed


	71, {88, 99, 96, 12, 3, 89, 18, 100, 11, 19, 87, 10, 92, 90, 3, 5, 9, 86, 96}		0.5045367476587197		Passed


	14, {9, 92, 10, 10, 100, 6, 7, 97, 11}		0.5880601037668353		Passed


	60, {34, 16, 8, 83, 93, 65, 93, 23, 82, 20, 87, 72, 7, 89, 79, 94, 13, 17, 88, 31}		0.5000087274267827		Passed


	48, {0, 99, 100, 0, 0, 100, 99, 1, 100, 1, 0, 99, 0, 99, 99, 0, 99, 100, 99, 1, 1, 0, 0, 100, 1, 99, 100, 1, 100, 0, 99, 99, 100, 99, 1, 1, 99, 99, 1, 0, 1}		0.5125669456430424		Passed


	39, {89, 100}		0.5858000000000001		Passed


	1, {92, 16, 86, 1, 96, 14, 7, 88, 17, 17, 83, 83, 18, 5, 92, 94, 84, 86, 10, 93, 7, 4, 14, 10, 10, 8, 92, 4, 2, 1, 17, 9, 10, 98, 8, 9, 82, 4, 7, 91}		0.50006158854695		Passed


	86, {25, 9, 23, 13, 92, 94, 100, 20, 12, 25, 5, 94, 81, 80, 77, 20, 9, 99, 71, 93, 74, 5, 83, 75, 91, 19, 74, 29, 21, 81, 82, 96, 12, 84, 78, 17, 92, 90, 28, 88, 4, 77, 7, 100, 17, 75, 88}		0.5000000039191174		Passed


	91, {2, 7, 89, 98, 92, 11, 99, 15, 97, 95, 8, 84}		0.5550523602325791		Passed


	97, {5, 96, 99, 4, 6, 3, 99, 8, 93, 0}		0.7054737923018891		Passed


	87, {3, 97, 94, 89, 100, 95, 1, 95, 8, 9, 97, 8, 12, 11, 100, 97, 13, 97, 5, 87, 98, 9, 100, 7, 6, 6, 7, 6, 11, 97, 8, 87, 93, 96, 9}		0.5029341311851842		Passed


	86, {97, 91, 93}		0.7386396799999999		Passed


	69, {94, 100, 8, 95, 4, 0, 100, 4, 95, 3, 3, 98, 0, 98, 4, 8, 97, 93, 99, 4, 92, 92, 93, 98, 2}		0.5246991050202049		Passed


	2, {97, 1, 2, 1, 97, 3}		0.8675768761548801		Passed


	89, {44, 68, 32, 76, 8, 10, 21, 37, 65, 90, 67, 59, 65, 43, 90, 25, 35, 3, 87, 12, 34, 99, 84, 17, 42, 78, 100, 64, 28, 93, 77}		0.5000000000090247		Passed


