 	{1, 2, 3} 		12 		Passed
	{10, 0, 0, 0} 		80 		Passed
	{1, 1, 1, 1, 1, 1} 		1 		Passed
	{1, 0, 1, 0, 1, 0, 1, 0} 		170 		Passed
	{50, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1} 		830122 		Passed
	{44, 16, 3, 33, 34, 35, 44, 44, 25, 48, 16, 32, 37, 8, 33} 		1046478 		Passed
	{0, 37, 40, 30, 50, 32} 		2002 		Passed
	{12, 33, 22} 		172 		Passed
	{1, 1, 0, 1, 1, 0, 1} 		81 		Passed
	{2, 22, 15, 45, 7, 2, 0, 40, 13, 25, 26, 5, 6} 		252913 		Passed
	{37, 4, 8, 39, 29, 48, 43, 50, 12, 42} 		32652 		Passed
	{12, 13, 39, 8, 19, 32, 8, 43, 12, 3, 44, 1, 29, 16, 2} 		1031604 		Passed
	{11, 13, 12, 6, 12, 9, 2, 11, 12, 17, 17, 14} 		61299 		Passed
	{18, 48, 39, 16, 30, 32} 		1898 		Passed
	{31, 5, 7, 26} 		228 		Passed
	{13, 48, 50, 4} 		460 		Passed
	{15, 17, 29, 1, 14, 29, 12, 38, 34, 2, 22, 45, 32} 		259933 		Passed
	{19, 35, 33, 35, 26, 6} 		1891 		Passed
	{40, 32, 41} 		76 		Passed
	{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0} 		0 		Passed
	{0, 2, 7, 1, 8, 2, 8, 0, 8, 2} 		7528 		Passed
	{0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0} 		21841 		Passed
	{36, 38} 		40 		Passed
	{25, 21, 9, 25, 1, 20, 5, 34, 26} 		12245 		Passed
	{31, 36, 35, 33, 47, 12, 30, 2} 		8048 		Passed
	{34, 48} 		66 		Passed
	{2, 0, 1, 2, 2, 0, 1, 2, 2, 2, 2, 2, 0, 1, 2} 		56148 		Passed
	{8, 4, 1, 25} 		233 		Passed
	{8, 9, 0, 0, 9, 3, 7, 0, 1, 3, 4, 8, 6, 2, 5} 		256950 		Passed
	{3, 3, 4, 3, 4, 1, 2, 4, 4, 2, 1, 4, 3, 0, 2} 		121716 		Passed
	{13, 11, 30, 9, 22, 2} 		990 		Passed
	{28, 24, 10, 45, 47, 47, 35, 29, 12} 		16172 		Passed
	{22, 13, 42, 26, 40, 19, 27, 50, 4, 11, 8, 35, 27, 21, 15} 		1047987 		Passed
	{45, 28, 0, 37, 23, 26} 		1970 		Passed
	{11, 2, 1, 5, 10, 2} 		460 		Passed
