	"132"		3		Passed


	"9"		1		Passed


	"333"		7		Passed


	"123456"		23		Passed


	"00"		3		Passed


	"33333333333333333333333333333333333333333333333333"		898961330		Passed


	"62384743394755163270431467082083782018151384161323"		966233066		Passed


	"30165309167602009721451281463066597821289264752531"		967019498		Passed


	"74118889738451011152784322864398222154080338046446"		966331370		Passed


	"30013897969143401388570614453754279881842744988049"		966495210		Passed


	"33650603094342059736105468256254133276638419983234"		943950826		Passed


	"91688271924467302088720076954859123473514564847369"		966233066		Passed


	"52457605013271742438295641552395952256463223828573"		966331370		Passed


	"13977677151537272284950740718239881552765859588410"		966319082		Passed


	"96724632278588216466104190002512072725452390709673"		965970922		Passed


	"14859915336296565054819038043913383735835611903241"		960728042		Passed


	"0000000000000000000000000000000000000000"		511620082		Passed


	"41184676334265001916915724114782935826962244645705"		966364138		Passed


	"12345678901234567890123456789012345678901234567890"		967019498		Passed


	"32132132133213213213321321321332132132133213213213"		967019498		Passed


	"0000000000000000000000000000000000000000000000000"		949480668		Passed


	"01234067891111111111111122222222222222222222111111"		966320458		Passed


