	{100, 50}, 1		1.0		Passed


	{100, 100, 100}, 1		1.0		Passed


	{100}, 1		1.0		Passed


	{88, 77}, 7		7.0		Passed


	{100}, 50		50.0		Passed


	{20}, 1		1.0		Passed


	{40, 30, 20, 10}, 1		1.0		Passed


	{50}, 1		1.0		Passed


	{9, 8, 7}, 1		1.0		Passed


	{100, 100}, 1		1.0		Passed


	{42}, 1		1.0		Passed


	{100}, 10		10.0		Passed


	{5, 4, 3}, 1		1.0		Passed


	{50, 50}, 1		1.0		Passed


	{1000}, 1		1.0		Passed


	{5}, 1		1.0		Passed


	{10}, 5		5.0		Passed


	{6, 5, 4}, 1		1.0		Passed


	{5, 5}, 1		1.0		Passed


	{2, 2}, 1		1.0		Passed


	{5, 5}, 2		2.0		Passed


	{1000, 999, 998}, 1		1.0		Passed


	{8, 5, 3}, 10		6.666666666666667		Passed

{8, 5, 3}, 10		6.666666666666667		Passed


	{50, 40, 30, 20, 10}, 42		33.2		Passed


	{13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13}, 17		13.0		Passed




	{951, 924, 908, 907, 889, 880, 870, 810, 770, 731, 716, 713, 687, 677, 650, 645, 608, 598, 556, 472, 470, 446, 446, 410, 401, 352, 337, 337, 226, 191, 189, 183, 176, 173, 168, 148, 100, 92, 84, 57, 41, 17}, 344		296.6428571428571		Passed


	{1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1}, 500		490.02		Passed


	{1000, 999, 998, 997, 996, 995, 994, 993, 992, 991, 990, 989, 988, 987, 986, 985, 984, 983, 982, 981, 980, 979, 978, 977, 976, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1}, 500		262.5		Passed


	{1}, 100		1.0		Passed


	{100}, 1		1.0		Passed


	{936, 871, 861, 777, 746, 737, 703, 636, 631, 539, 533, 488, 410, 350, 300, 270, 182, 68, 24}, 172		161.05263157894737		Passed


	{906, 466, 387}, 522		477.0		Passed


	{938, 849, 847, 846, 834, 802, 800, 794, 768, 759, 755, 738, 724, 719, 698, 693, 680, 664, 643, 626, 613, 601, 598, 568, 515, 508, 466, 465, 465, 434, 393, 340, 333, 315, 283, 263, 261, 228, 167, 141, 127, 110, 92, 89, 77, 43, 18, 14}, 139		133.0		Passed


	{993, 931, 895, 889, 848, 826, 779, 763, 586, 573, 455, 386, 355, 278, 274, 123, 114, 6}, 425		374.6666666666667		Passed


	{847, 837, 810, 772, 772, 729, 710, 448, 385, 380, 64}, 62		62.0		Passed


