	{-2, 1, 0, 3}		{0, 3, 0}		Passed
	{0, 1, 2, 3}		{}		Passed




	{2, 0, 1, 3}		{0, 2, 1, 0}		Passed


	{0, 1, -2}		{-1}		Passed


	{0}		{}		Passed


	{0, 1}		{}		Passed


	{0, -1}		{-1}		Passed


	{1, 0}		{-1}		Passed


	{-1, 0}		{0}		Passed


	{0, 1, 2}		{}		Passed


	{0, 1, -2}		{-1}		Passed


	{0, -1, 2}		{-1}		Passed


	{0, -1, -2}		{2, 1, 0, 2, 1, 0}		Passed


	{0, -2, -1}		{-1}		Passed


	{0, -2, 1}		{2, 1, 0}		Passed


	{1, 0, -2}		{2, 0, 1, 2, 0}		Passed


	{-1, 0, -2}		{-1}		Passed


	{-1, 0, 2}		{0}		Passed


	{-1, 2, 0}		{-1}		Passed


	{-1, -2, 0}		{1, 0}		Passed


	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49}		{}		Passed


	{0, -1, -2, -3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18, -19, -20, -21, -22, -23, -24, -25, -26, -27, -28, -29, -30, -31, -32, -33, -34, -35, -36, -37, -38, -39, -40, -41, -42, -43, -44, -45, -46, -47, -48, -49}		{-1}		Passed


	{0, -1, 2, 3, 4, 5, 6, 7, -8, 9, -10, -11, -12, 13, 14, -15, 16, 17, -18, -19, 20, 21, -22, -23, 24, 25, 26, -27, -28, -29, -30, 31, -32, 33, 34, 35, -36, -37, 38, -39, 40, -41, 42, 43, 44, -45, 46, 47, -48, 49}		{-1}		Passed


	{0, 1, 2, -3, -4, -5, 6, 7, 8, -9, 10, -11, -12, -13, -14, 15, 16, 17, 18, -19, 20, 21, 22, -23, -24, -25, 26, 27, -28, -29, 30, -31, -32, -33, -34, 35, 36, -37, 38, 39, -40, -41, 42, -43, 44, -45, 46, -47, -48, -49}		{49, 1, 0, 49, 1, 48, 0, 1, 48, 0, 47, 1, 0, 47, 1, 45, 0, 1, 45, 0, 43, 1, 0, 43, 1, 41, 0, 1, 41, 0, 40, 1, 0, 40, 1, 37, 0, 1, 37, 0, 34, 1, 0, 34, 1, 33, 0, 1, 33, 0, 32, 1, 0, 32, 1, 31, 0, 1, 31, 0, 29, 1, 0, 29, 1, 28, 0, 1, 28, 0, 25, 1, 0, 25, 1, 24, 0, 1, 24, 0, 23, 1, 0, 23, 1, 19, 0, 1, 19, 0, 14, 1, 0, 14, 1, 13, 0, 1, 13, 0, 12, 1, 0, 12, 1, 11, 0, 1, 11, 0, 9, 1, 0, 9, 1, 5, 0, 1, 5, 0, 4, 1, 0, 4, 1, 3, 0, 1, 3, 0}		Passed


	{0, -1, 2, 3, -4, -5, -6, -7, 8, -9, -10, -11, 12, -13, -14, -15, 16, -17, 18, -19, -20, 21, -22, 23, 24, -25, -26, 27, 28, 29, 30, 31, -32, -33, -34, 35, 36, -37, 38, -39, 40, 41, -42, -43, 44, 45, -46, 47, -48, -49}		{-1}		Passed


	{-17, 8, 46, 4, 39, -3, -43, -28, 18, 30, 38, 0, 49, -9, 37, -23, 14, 47, 42, 13, -41, -2, 33, 25, 48, -5, -34, -26, 12, -22, -44, 11, 29, 24, 1, 35, 20, -16, -40, 36, -32, -15, 45, 31, 21, 27, -10, 7, 19, 6}		{12, 49, 11, 24, 48, 11, 17, 47, 11, 2, 46, 11, 42, 45, 11, 44, 30, 43, 6, 18, 42, 6, 41, 20, 40, 38, 4, 39, 38, 0, 10, 38, 0, 14, 37, 0, 36, 4, 34, 26, 22, 33, 26, 20, 32, 26, 31, 30, 0, 9, 30, 0, 29, 20, 28, 7, 18, 27, 7, 18, 26, 7, 23, 25, 7, 24, 22, 23, 15, 0, 22, 15, 21, 11, 20, 9, 7, 19, 9, 8, 18, 9, 17, 10, 14, 16, 10, 6, 15, 10, 14, 0, 10, 14, 0, 13, 7, 11, 12, 7, 11, 8, 2, 10, 8, 0, 9, 8, 0, 1, 8, 0, 7, 1, 0, 6, 1, 5, 2, 3, 4, 2, 1, 3, 2, 1, 0, 2, 1, 0}		Passed


	{0, -29, 31, 19, -38, 16, -28, 12, -33, 27, 42, 23, -34, -18, -14, -24, 35, -43, -1, -30, -36, -26, -2, -41, -21, 7, 20, -17, 39, 13, 3, 22, 25, 8, 40, 46, 44, -45, 32, 9, -5, 11, 15, -6, 37, -10, 4}		{35, 46, 0, 45, 37, 36, 44, 37, 43, 17, 10, 42, 17, 41, 23, 34, 40, 23, 28, 39, 23, 38, 4, 37, 36, 20, 16, 35, 20, 34, 12, 33, 8, 32, 23, 2, 31, 23, 30, 19, 29, 1, 28, 6, 9, 27, 6, 26, 21, 25, 8, 24, 15, 11, 23, 15, 22, 2, 8, 21, 2, 20, 6, 3, 19, 6, 18, 13, 9, 17, 13, 5, 16, 13, 15, 10, 14, 0, 10, 14, 0, 3, 13, 0, 7, 12, 0, 9, 11, 0, 1, 9, 0, 7, 8, 0, 7, 1, 0, 7, 1, 6, 4, 2, 5, 4, 0, 2, 4, 0, 2, 3, 0, 2, 1, 0, 2, 1, 0}		Passed


	{47, -21, -28, -29, 18, -35, 41, 37, 11, -9, 38, 0, 4, -39, 45, 43, -13, -7, 6, -32, 30, 8, -15, 24, -46, -42, -10, -20, -19, 27, 34, -22, -5, 33, 23, -26, 12, -40, 1, -3, -25, 17, 14, 49, 44, -36, -2, 16, -31, 48}		{43, 49, 11, 48, 43, 0, 47, 43, 46, 24, 14, 45, 24, 15, 43, 24, 42, 25, 6, 41, 25, 40, 37, 39, 13, 10, 38, 13, 7, 37, 13, 14, 36, 13, 35, 5, 30, 34, 5, 32, 19, 11, 31, 19, 20, 30, 19, 29, 3, 28, 2, 27, 19, 13, 26, 19, 23, 24, 19, 20, 23, 19, 11, 22, 19, 21, 1, 2, 20, 1, 3, 19, 1, 4, 18, 1, 17, 6, 16, 0, 11, 15, 0, 2, 14, 0, 6, 13, 0, 2, 12, 0, 8, 11, 0, 10, 6, 9, 0, 6, 9, 0, 3, 8, 0, 1, 7, 0, 6, 4, 2, 1, 3, 2, 1, 0}		Passed


	{-40, -21, -12, -6, -11, -10, -22, 31, -7, -25, 20, 36, 32, -30, 14, 47, -5, 0, 28, 23, 35, -17, -13, 26, 18, 38, 19, 33, -43, -39, 3, -42, -1, 46, 48, 15, 2, 4, -44, -16, 29, -41, -34, 24, -9, 8, -37, 27, -45}		{-1}		Passed


	{-45, 26, 5, 30, 18, 0, 7, 28, 22, -16, 9, -42, 19, -39, 38, 4, 3, 8, 43, 41, -17, 32, -37, 1, -21, -35, -25, -12, 6, 27, -29, -10, 31, 11, -24, 23, 2, -15, 13, -44, 40, -20, 33, -46, -34, 14, -36}		{-1}		Passed


	{-28, -11, -31, 38, 23, 2, 1, 22, -35, 8, -27, 25, 0, 12, 45, -17, -5, 6, -18, -26, 40, -46, 39, 7, -33, 13, -10, -9, -15, -43, -48, -47, 32, 29, -37, -4, 41, 16, -24, 19, -20, 3, 14, 30, 44, -36, -21, -42, -34}		{48, 30, 47, 31, 46, 21, 14, 45, 21, 43, 29, 30, 42, 29, 36, 41, 29, 20, 40, 29, 22, 39, 29, 3, 38, 29, 37, 34, 14, 36, 34, 35, 8, 12, 34, 8, 33, 24, 31, 2, 30, 21, 29, 8, 28, 0, 27, 10, 26, 19, 11, 25, 19, 3, 24, 19, 4, 23, 19, 7, 22, 19, 3, 21, 19, 0, 7, 19, 0, 18, 1, 0, 18, 1, 17, 15, 16, 3, 8, 15, 3, 2, 14, 3, 13, 11, 12, 3, 11, 0, 7, 9, 0, 8, 7, 4, 6, 1, 0, 5, 1, 4, 3, 2, 0}		Passed


	{9, -4, -32, -47, 22, 19, 13, 11, -5, -41, 39, 18, -2, 37, 0, -30, -29, 7, 3, 26, -42, -24, 14, 8, -23, -48, 16, -38, -27, 21, 44, 12, 20, -17, -15, 36, -10, 31, 40, -46, 45, -1, 35, 6, 33, -34, 28, -43, -25}		{-1}		Passed


	{0, 27, 47, -36, 33, 25, 24, -7, 45, -17, 48, -3, 8, 10, -6, -20, -4, 13, 16, -31, -12, -22, -42, -44, -21, -28, -9, -26, -1, 23, -34, 32, 39, -38, -41, -43, 37, -11, -29, 18, -15, 46, 30, 35, -2, 14, -19, -5, -40}		{10, 48, 0, 2, 47, 0, 41, 46, 0, 8, 45, 0, 44, 23, 43, 35, 42, 22, 41, 34, 10, 40, 34, 32, 39, 34, 38, 33, 36, 37, 33, 36, 3, 35, 23, 34, 30, 4, 33, 30, 31, 32, 30, 31, 19, 3, 30, 19, 29, 23, 28, 25, 1, 27, 25, 1, 26, 25, 0, 5, 25, 0, 6, 24, 0, 23, 19, 22, 21, 0, 6, 21, 0, 20, 15, 3, 18, 15, 17, 9, 16, 3, 10, 15, 3, 14, 8, 10, 13, 8, 0, 12, 8, 4, 11, 8, 10, 0, 8, 10, 0, 1, 9, 0, 8, 1, 0, 8, 1, 7, 0, 1, 7, 0, 3, 6, 0, 2, 5, 0, 4, 1, 3, 0, 2, 1, 0, 2, 1, 0}		Passed


	{32, 4, -27, 40, 1, 23, -36, -17, -16, 28, 19, 35, 20, -21, -26, -7, 24, 45, 34, -30, -31, -41, 10, 0, 8, 22, 37, 12, -15, -38, -3, -13, 42, -6, -2, -39, 29, 46, -33, -18, -5, 11, -44, 14, 43, 25, -9}		{37, 46, 23, 17, 45, 23, 44, 42, 43, 23, 32, 42, 23, 41, 21, 3, 40, 21, 39, 35, 38, 29, 26, 37, 29, 36, 6, 11, 35, 6, 18, 34, 6, 33, 11, 0, 32, 11, 31, 20, 30, 19, 29, 0, 19, 29, 0, 9, 28, 0, 27, 2, 26, 14, 25, 17, 16, 24, 17, 5, 23, 17, 22, 14, 21, 13, 12, 20, 13, 10, 19, 13, 18, 14, 17, 7, 16, 8, 9, 15, 8, 10, 14, 8, 11, 13, 8, 12, 0, 5, 11, 0, 10, 1, 0, 10, 1, 2, 9, 1, 7, 8, 1, 7, 2, 3, 5, 2, 0, 4, 2, 1, 3, 2, 1, 0}		Passed


	{-32, 46, -43, -19, 42, 24, 0, -33, -25, 28, 18, 30, 26, 44, 20, -10, -7, 29, -17, -2, -40, -31, -21, -22, 12, -5, 37, 4, -1, 27, 39, -34, 6, -15, 8, 35, 14, 38, -23, 11, 41, 47, 36, -45, -13, 3, -9, 16}		{-1}		Passed


	{12, -26, -44, 36, -5, -10, -43, -4, -23, 33, 24, -3, -19, 9, -49, -31, 18, -27, -40, 48, 20, -13, 25, 38, -15, -45, -14, -32, 8, -47, 37, -39, -11, -28, -29, 41, 0, 42, 22, -46, -6, 17, 30, 16, -21, -1, -7, -34, 2, 35}		{-1}		Passed


	{-20, -21, -23, -31, 37, 34, -24, 6, -39, 14, 7, -18, 0, -25, 3, -35, -46, 30, -8, -42, 11, -28, 10, -36, -13, -26, -9, -16, 1, -29, -5, -33, -19, -2, 12, 17, 41, -15, -22, 4, -38, -40, -45, 27, -32, -44, 43}		{-1}		Passed


